# created: Sat Jun 30 03:00:01 2018
# <aid>|<type>|<language>|<title>
# type: 1=primary title (one per anime), 2=synonyms (multiple per anime), 3=shorttitles (multiple per anime), 4=official title (one per language)
161|3|x-jat|mew
161|4|it|Mew Mew Amiche Vincenti
161|4|en|Mew Mew Power
161|4|pt|Mew Mew Power
161|2|el|Mew Mew Power
161|4|fr|Mew Mew Power
7109|2|en|Mewtwo Special
990|2|en|Mewtwo vs. Mew
9926|1|x-jat|Mewtwo: Kakusei e no Prologue
9926|2|en|Mewtwo: The Prologue to its Awakening
6428|2|en|Mewwuv!
34|2|tr|Meyve Sepeti
2835|4|hu|Méz és lóhere
4422|4|hu|Méz és lóhere (2)
4322|1|x-jat|Mezame no Hakobune
6995|2|x-jat|Mezamero
5614|2|tr|Mezar Kitarou
1241|2|tr|Mezuniyet
998|3|fr|Mezzo
998|4|en|Mezzo
998|4|fr|Mezzo - Danger Service Agency
998|4|de|Mezzo - Danger Service Agency
998|1|x-jat|Mezzo DSA
998|4|ja|MEZZO DSA
214|1|x-jat|Mezzo Forte
214|4|en|Mezzo Forte
214|2|lt|Mezzo Forte: Gražuolės Žudikės
214|4|ru|Mezzo Forte: Красотки-головорезы
998|2|x-jat|Mezzo TV
998|2|x-jat|Mezzo TV Danger Service Agency
998|4|ru|Mezzo: Игра со смертью
9309|3|x-jat|MF
1100|3|en|MF
4106|3|ja|MF5
1213|3|x-jat|MG
311|3|x-jat|mgg
418|3|x-jat|mgg movie
1619|3|x-jat|MGG2
2430|3|en|mgln
2430|3|en|mgln1
3440|3|x-jat|mglna
4688|3|en|mglnss
936|3|x-jat|MgN
1075|3|en|mgps
8853|3|en|MGX
1554|3|x-jat|mh
2443|3|x-jat|mhd
288|3|x-jat|MI
4693|4|es|Mi Amigo el Mapache
728|2|es|Mi juventud en la Arcadia
726|2|es|Mi juventud en la Arcadia: camino del infinito SSX
491|3|x-jat|MI movie
4821|4|es|Mi novia es una sirena
601|3|en|MI OVA
5704|4|es|Mi Profesor Particular
303|4|es|Mi Vecino Totoro
303|4|es-LA|Mi vecino Totoro
13766|1|x-zht|Mi Yu Xing Zhe
1574|1|x-jat|Mi-da-ra
1574|4|ja|Mi・da・ra
1733|1|x-jat|Miami Guns
8472|1|x-kot|Mianhada, Saranghanda
161|4|es-LA|Miau Miau Power
1972|4|de|Mibojin
9492|1|x-jat|Miboujin Nikki The Animation: Akogare no Ano Hito to Hitotsu Yane no Shita
1972|1|x-jat|Miboujin: Numeriau Nikuyoku to Midara ni Nureru Mitsusubo
13412|1|x-jat|Micchiri Neko
12204|1|x-jat|Micchiri Neko March
1403|4|de|Michaela
5511|4|en|Michel
5511|4|ko|Michel
5511|1|x-jat|Michel
5511|2|en|Michel - The Little Guardian
8457|1|x-jat|Michi
12356|1|x-jat|Michibiki no Hoshi
5779|4|en|Michiko & Hatchin
5779|4|de|Michiko & Hatchin
5779|4|pl|Michiko & Hatchin
5779|2|en|Michiko and Hatchin
5779|2|pt-BR|Michiko e Hatchin
5779|2|es|Michiko e Hatchin
5779|4|it|Michiko e Hatchin
5779|2|tr|Michiko İle Hatchin
5779|1|x-jat|Michiko to Hacchin
5779|2|x-jat|Michiko to Hatchin
4248|1|x-jat|Michiteru Kuru Toki no Mukou ni
5779|2|lt|Mičiko ir Hana
3366|4|fr|Micky l`abeille
11205|2|en|Micro Commando Diatron 5
11205|1|x-kot|Micro Teukgongdae Diatron 5
1904|1|x-jat|Microid S
2875|4|de|Micronauts
1904|4|it|Microsuperman
1933|2|ro|Micuţa Memol
1574|3|x-jat|Midara
13813|2|en|Middle Manager Tonegawa
4211|2|x-jat|Midnight Anime: Lemon Angel
4212|2|x-jat|Midnight Anime: Lemon Angel (II)
13214|4|ja|Midnight Crazy Trail
13214|1|x-jat|Midnight Crazy Trail
1507|4|fr|Midnight Eye Goku
1545|4|fr|Midnight Eye Goku (suite)
1507|1|x-jat|Midnight Eye Gokuu
1545|1|x-jat|Midnight Eye Gokuu II
1507|4|ja|MIDNIGHT EYE ゴクウ
1545|4|ja|MIDNIGHT EYE ゴクウII
1789|1|x-jat|Midnight Horror School
1441|4|en|Midnight Milk Party
1279|1|x-jat|Midnight Panther
1279|4|de|Midnight Panther
1359|4|en|Midnight Sleazy Train
2444|4|en|Midnight Sleazy Train 2
4204|4|en|Midnight Strike Force
3619|2|en|Midori
3619|4|fr|Midori
3619|4|hr|Midori
3619|4|de|Midori - Das Kamelienmädchen
1327|4|fr|Midori Days
1327|4|en|Midori Days
1327|2|lt|Midori Dienos
1327|1|x-jat|Midori no Hibi
12916|1|x-jat|Midori no Kuni no Otomodachi: Koeda-chan
3156|1|x-jat|Midori no Makibao
3613|1|x-jat|Midori no Neko
12961|1|x-jat|Midori-chan: Nice to Meat You
8086|1|x-jat|Midori-ko
7464|1|x-jat|Midoriyama Koukou Koushien Hen
7465|1|x-jat|Midoriyama Koukou Koushien Hen (Gekijouban)
5679|4|pl|Miecz Nieśmiertelnego
1548|2|x-jat|Might Gaine
1440|2|en|Mighty Atom
2341|4|en|Mighty Cat Masked Niyander
5195|1|x-jat|Mighty Orbots
11765|2|en|Mighty Orbots Pilot
2447|4|en|Mighty Space Miners
6700|2|en|Mighty Taro`s Reckless Training
3950|3|en|MiH
3950|3|x-jat|MiH SS
3950|3|x-jat|MiH SuperS
759|3|x-jat|mihoshi
8726|1|x-jat|Mii-chan no Tenohira
13252|1|x-jat|Miira no Kaikata
10109|1|x-jat|Miitsuketa!
1123|4|en|Mija
1123|2|en|Mija Beautiful Demon
161|4|hr|Mijau Mijau Družina
10918|4|nl|Mijn Verhaal!!
7525|4|nl|Mijn Zusje kan Onmogelijk zo Schattig zijn
9134|4|nl|Mijn Zusje kan Onmogelijk zo Schattig zijn.
1546|2|en|Mikagura Detective Agency
1546|4|es|Mikagura detectives privados
10969|1|x-jat|Mikagura Gakuen Kumikyoku
10969|4|en|Mikagura School Suite
1546|1|x-jat|Mikagura Tanteidan
10110|1|x-jat|Mikakunin de Shinkoukei
10572|2|x-jat|Mikakunin de Shinkoukei OAD
10572|1|x-jat|Mikakunin de Shinkoukei: Kamo Nikutte Midorippoi Aji ga Suru no ne.
2096|4|es|Mikami la Cazafantasmas
2096|4|es-LA|Mikami, la Cazafantasmas
4599|2|pl|Mikan
4599|4|pl|Mikan - pomarańczowy kot
4599|1|x-jat|Mikan Enikki
12348|1|x-jat|Mikan Seijin Arawaru
4599|2|en|Mikan`s Illustrated Diary
4599|2|en|Mikan`s Picture Diary
6929|1|x-jat|Mikanbune
6929|2|x-jat|Mikansen
7533|1|x-jat|Mikeneko Holmes no Yuurei Joushu
299|4|de|Miki
4381|3|en|miki
663|4|fr|Miko Mido EST La Blue Girl
9763|1|x-jat|Mikosuri Han-Gekijou
11879|1|x-jat|Mikuni no Tame ni
757|3|de|Mila
2852|2|it|Mila e Shiro
8695|4|it|Mila e Shiro - Il sogno continua
2852|4|it|Mila e Shiro, due cuori nella pallavolo
757|4|de|Mila Superstar
757|4|hu|Mila, a szupersztár
5540|4|en|Milf Mansion
10751|4|fr|Military!
10751|4|en|Military!
10751|1|x-jat|Military!
7673|4|ja|Milk House Dreaming
7673|1|x-jat|Milk House Dreaming
7673|2|x-jat|Milk House Dreaming: Ai no Shiki
7673|2|x-jat|Milk House Dreaming: Saisons d`Amour
3043|1|x-jat|Milk Junkie: Shimai Hen
1687|4|en|Milk Money
3043|4|ja|MILK・ジャンキー姉妹編
6461|1|x-jat|Milky Gal: Cats Ai
9678|3|x-jat|Milky Holmes 3
13213|1|x-jat|Milky Panic: Twelve
6491|2|ja|MILKY Passion 道玄坂 愛の城
6491|1|x-jat|Milky Passion: Dougenzaka - Ai no Shiro
2502|4|ja|Milkyway
2502|1|x-jat|Milkyway
570|2|pl|Millenium Actress
366|3|en|Millennia
570|4|it|Millennium Actress
570|4|en|Millennium Actress
570|4|pl|Millennium Actress
570|4|fr|Millennium Actress
570|4|de|Millennium Actress
570|4|es|Millennium Actress
570|4|fi|Millennium Actress
570|2|en|Millennium Actress Chiyoko
11066|4|en|Million Doll
11066|1|x-jat|Million Doll
2068|4|it|Milly un giorno dopo l`altro
242|2|pl|Miłość krok po kroku
8883|4|pl|Miłość, gimbaza i kosmiczna faza
9874|4|pl|Miłość, gimbaza i kosmiczna faza: Porywy serca
11634|1|x-jat|Milpom
11634|4|en|Milpom
11364|1|x-jat|MILPOM Pilot
11634|4|ja|MILPOM★
11364|4|ja|MILPOM★ (みるぽん)
11861|1|x-jat|Mim Mam Mint
316|3|en|mimi
757|4|it|Mimì e la nazionale di pallavolo
3076|2|it|Mimì e le ragazze della pallavolo
336|1|x-jat|Mimi o Sumaseba
336|2|x-jat|Mimi wo Sumaseba
8040|2|en|Mimicry Hypnosis
2884|2|en|Mimu, the Traveller of Many Dreams
303|4|sv|Min granne Totoro
303|4|no|Min nabo Totoro
303|4|da|Min nabo Totoro
4177|3|x-jat|Mina
11492|3|x-jat|Minakama
11492|4|en|Minami Kamakura High School Girls Cycling Club
11492|1|x-jat|Minami Kamakura Koukou Joshi Jitensha Bu
12769|1|x-jat|Minami no Kuni kara Kita Tegami
2301|1|x-jat|Minami no Niji no Lucy
10565|1|x-jat|Minami no Shima no Dera-chan
7064|1|x-jat|Minami no Watashi no Heart ni Tacchi Shite...
4309|1|x-jat|Minami-ke
6654|1|x-jat|Minami-ke Betsubara
10015|1|x-jat|Minami-ke Natsuyasumi
6219|1|x-jat|Minami-ke Okaeri
5510|1|x-jat|Minami-ke Okawari
9267|1|x-jat|Minami-ke Omatase
9075|1|x-jat|Minami-ke Tadaima
4309|2|x-jat|Minamike
6654|2|x-jat|Minamike Betsubara
5510|2|x-jat|Minamike Okawari
5510|2|en|Minamike: Okawari
5510|3|ja|minamike2
13087|1|x-jat|Minarai Chameleon
10555|1|x-jat|Minarai Diva
1834|4|de|Mind Game
1834|1|x-jat|Mind Game
1834|4|fr|Mind Game
1834|4|en|Mind Game
1834|2|x-jat|Mindgame
8466|2|en|Minding My Own Business
700|4|fr|Minerva
700|1|x-jat|Minerva no Kenshi
186|3|en|mini goddess
11728|1|x-jat|Mini Hama: Minimum-Hamatora
4065|1|x-jat|Mini Moni the TV
4066|1|x-jat|Mini Moni Yaru no da Pyon!
4256|2|x-jat|Mini Skirt Gakuen
4256|2|en|Mini Skirt Girl`s Academy
4256|1|x-jat|Mini Skirt Jogakuen
10090|1|x-jat|Mini Van
11486|1|x-jat|Mini Van 2
10090|2|x-jat|Mini Vanguard
11871|1|x-jat|Mini Yon Soldier Rin!
186|4|de|Mini-Göttinnen
10450|1|x-jat|Mini-Hamz no Ai no Uta
7443|2|en|Mini-skirt Space Pirates
1890|4|fr|Minifée
11089|1|x-jat|Minikui Ahiru no Ko
770|1|x-jat|MiniPato
770|4|en|MiniPato
1635|4|pt|Minky Momo
1635|3|x-jat|Minky Momo
4013|2|en|Minky Momo - The Bridge over Dreams
4014|1|x-jat|Minky Momo in Tabidachi no Eki
4013|1|x-jat|Minky Momo in Yume ni Kakeru Hashi
4013|4|ja|MINKY MOMO in 夢にかける橋
4014|2|ja|MINKY MOMO IN 旅だちの駅
4014|4|ja|MINKY MOMO in 旅立ちの駅
4012|2|x-jat|Minky Momo Movie
4013|2|x-jat|Minky Momo OVA2
4014|2|x-jat|Minky Momo OVA3
4013|4|en|Minky Momo: The Bridge Over Dreams
4014|4|en|Minky Momo: The Station of Your Memories
3357|1|x-jat|Minna Agechau
7741|1|x-jat|Minna Atsumare! Anpanman World
10289|1|x-jat|Minna Atsumare! Falcom Gakuen
11499|1|x-jat|Minna Atsumare! Falcom Gakuen 3
10798|1|x-jat|Minna Atsumare! Falcom Gakuen SC
9769|1|x-jat|Minna de Teasobi: Anpanman to Itazura Obake
10136|1|x-jat|Minna Ichiban!
12715|1|x-jat|Minna no Okayama-ken
7867|2|x-jat|Minna no Taabou no Ryuuguusei Daitanken
7863|1|x-jat|Minna no Tanoshii Natsuyasumi
11304|2|x-jat|Minna no Uta
1193|2|ja|Minna no Uta "Egao"
10095|1|x-jat|Minna Tomodachi
7960|1|x-jat|Minori Scramble!
10075|4|ja|MINT
10075|1|x-jat|Mint
370|4|et|Minu naabrid Yamadad
2654|4|ro|Minunata călătorie a lui Nils Holgersson prin Suedia
2835|2|pl|Miód i koniczyna
4422|2|pl|Miód i koniczyna II
2048|4|pl|Miodulinka
1537|1|x-jat|Miracle Giants Doumu-kun
1905|2|en|Miracle Girl Limit-chan
1213|1|x-jat|Miracle Girls
4380|1|x-jat|Miracle Mimika
9480|4|ja|MIRACLE PSYCHICER SEIZAN
9480|1|x-jat|Miracle Psychicer Seizan
1905|1|x-jat|Miracle Shoujo Limit-chan
6794|4|en|Miracle Train
6794|2|en|Miracle Train - Welcome to the Oedo Line
6794|1|x-jat|Miracle Train: Ooedo-sen e Youkoso
6794|2|en|Miracle Train: Welcome to Oedo Line
9610|1|x-kot|Miraesonyeon Kunta Bermuda 5000 Nyeon
787|4|en|Mirage of Blaze
2172|4|en|Mirage of Blaze: Rebels of the River Edge
11158|1|x-jat|Mirai Arise
1410|2|x-jat|Mirai Choju Fobia
1410|1|x-jat|Mirai Choujuu Fobia
10148|1|x-jat|Mirai e no Niji: Boku no Ojisan wa, Hansen-byou
11937|1|x-jat|Mirai e no Tegami: Kono Michi no Tochuu kara
10566|3|x-jat|Mirai Fukuin Extra Chorus
1776|1|x-jat|Mirai kara Kita Shounen Super Jetter
591|1|x-jat|Mirai Keisatsu Urashiman
11458|1|x-jat|Mirai Koushi Harima SACLA
7432|1|x-jat|Mirai Nikki
8395|4|fr|Mirai Nikki
8395|1|x-jat|Mirai Nikki (2011)
9585|1|x-jat|Mirai Nikki Redial: Data Ikou
13174|1|x-jat|Mirai no Mirai
12367|1|x-jat|Mirai o Mukete Bousai o Kangaeru
2250|1|x-jat|Mirai Robo Daltanias
330|1|x-jat|Mirai Shounen Conan
5714|1|x-jat|Mirai Shounen Conan (1979)
4675|1|x-jat|Mirai Shounen Conan II: Taiga Adventure
4676|1|x-jat|Mirai Shounen Conan: Tokubetsu Hen - Kyodaiki Gigant no Fukkatsu
13174|4|fr|Miraï, ma petite sœur
10751|2|x-jat|Miritari!
1063|4|es|Mirmo
1063|4|it|Mirmo
1063|4|fr|Mirmo
3196|4|fr|Mirmo (suite)
1063|4|pt|Mirmo Zibang
1063|4|pt-BR|Mirmo Zibang!
1063|4|en|Mirmo Zibang!
9992|2|en|Mirror Capital
1756|1|x-jat|Mirror Ring from Locke the Superman
4310|2|en|Mirror`s Fundamental Tone
1756|4|ja|MIRRORRING FROM LOCKE THE SUPERMAN
3572|2|lt|Mirties Deivė Momo
4563|2|lt|Mirties Užrašai
1063|3|x-jat|mirumo
370|4|es|Mis Vecinos los Yamada
1319|2|x-jat|Misaki Chronicle Divergence Eve
1319|1|x-jat|Misaki Chronicle: Divergence Eve
7041|1|x-jat|Misato-chan no Yume Nikki
5678|2|en|Mischievious Kiss
2579|4|fr|Mise tout sur le ring !
10123|1|x-jat|Misenai Namida wa, Kitto Itsuka
4260|4|fr|Misha
4260|4|en|Misha
12226|4|en|Miss Bernard Said.
13589|2|en|Miss Caretaker of Sunohara-sou
48|2|en|Miss Critical Moment
10611|2|en|Miss Hokusai
12091|4|fr|Miss Kobayashi`s Dragon Maid
12091|4|en|Miss Kobayashi`s Dragon Maid
12091|4|it|Miss Kobayashi`s Dragon Name
4056|4|en|Miss Machiko
10023|2|en|Miss Monochrome
13049|1|x-jat|Miss Monochrome: Music Clips
10023|4|en|Miss Monochrome: The Animation
10023|1|x-jat|Miss Monochrome: The Animation
10693|1|x-jat|Miss Monochrome: The Animation - Soccer Hen
11152|1|x-jat|Miss Monochrome: The Animation 2
11152|4|en|Miss Monochrome: The Animation 2
11553|4|en|Miss Monochrome: The Animation 3
11553|1|x-jat|Miss Monochrome: The Animation 3
1134|2|de|Missbraucht von dreckigen Händen
1201|4|fr|Mission dans les ténèbres
933|4|fr|Mission extrême
4204|2|en|Mission in Porno Naked Nurse
1201|4|en|Mission of Darkness
1480|2|en|Mission Outer Space Srungle
12969|4|ja|MISSION SCHOOL
12969|1|x-jat|Mission School
5870|4|ja|MISSION-E
5870|1|x-jat|Mission-E
2291|4|de|Missis Jo und ihre fröhliche Familie
264|1|x-jat|Mister Ajikko
1678|2|en|Mister Ikkyu
3524|4|en|Mistreated Bride
2910|4|pl|Mistrzowie Kaijudo
826|2|pl|Mistyczny Wojownik Seiya
2022|1|x-jat|Misutenaide Daisy
12243|4|ja|misuzu -イケナイコト-
12243|1|x-jat|Misuzu: Ikenai Koto
6306|1|x-jat|Mitama
6306|4|de|Mitama
6306|2|x-jat|Mitama Shinobi
6306|2|x-jat|Mitama: Nin
13412|4|en|Mitchiri Neko
13412|2|x-jat|Mitchiri Neko
1469|3|x-jat|mito
1470|2|x-jat|Mito no Daiboken: Futari no Jou-sama
1470|2|en|Mito`s Great Adventure: The Two Queens
5779|3|x-jat|mitoha
4367|1|x-jat|Mitsu x Mitsu Drops
11869|1|x-jat|Mitsuami no Kamisama
1351|1|x-jat|Mitsubachi Maaya no Bouken
12957|4|en|Mitsuboshi Colors
12957|1|x-jat|Mitsuboshi Colors
7224|1|x-jat|Mitsudomoe
7224|2|x-jat|Mitsudomoe 1
7948|3|x-jat|mitsudomoe 2
7948|1|x-jat|Mitsudomoe Zouryouchuu!
4297|2|x-jat|Mitsugoro no Dobutsu Nikki--Donbe Monogatari
3193|1|x-jat|Mitsume ga Tooru
10325|1|x-jat|Mitsuwano
7047|1|x-jat|Mittsu no Kumo
4417|4|pt|Miúdos do Resgate
10246|4|pt|Mix Master
10912|4|pt|Mix Master Final Force
10912|4|en|Mix Master: Final Force
10246|4|en|Mix Master: King of Cards
9622|1|x-jat|Miyakawa-ke no Kuufuku
6289|1|x-jat|Miyamoto Musashi: Souken ni Haseru Yume
7942|1|x-jat|Miyanishi Tatsuya Gekijou: Omae Umasou Da na
7981|1|x-jat|Miyazaki Maya Daizukan
4843|2|x-jat|Miyazawa Kenji Meisaku Anime Series: Donguri to Yamaneko
3583|2|x-jat|Miyazawa Kenji Meisaku Anime Series: Kaze no Matasaburou
5297|1|x-jat|Miyori no Mori
5297|2|en|Miyori`s Forest
5297|2|en|Miyori`s Wood
172|3|x-jat|Miyu ova
391|3|x-jat|Miyu tv
172|4|ca|Miyu, la princesa vampir
925|4|de|Miyuki
925|1|x-jat|Miyuki
451|4|en|Miyuki-chan in Wonderland
7062|1|x-jat|Miyuki-chan SOS: H Shichauzo
451|4|pl|Miyuki-chan w krainie czarów
4346|1|x-jat|Mizu no Kotoba
11094|1|x-jat|Mizu no Sei Kappa Hyakuzu
4485|1|x-jat|Mizu no Tane
6189|1|x-jat|Mizugi Kanojo: The Animation
4105|1|x-jat|Mizugumo Monmon
1328|1|x-jat|Mizuiro
1328|2|x-jat|Mizuiro (2002)
752|1|x-jat|Mizuiro (2003)
572|1|x-jat|Mizuiro Jidai
1328|2|x-jat|Mizuiro OVA 1
752|2|x-jat|Mizuiro OVA 2
12741|1|x-jat|Mizuki Shigeru no Youkai World: Osorezan Monogatari
12773|1|x-jat|Mizutori
235|4|hr|Mjesečeva ratnica
9452|3|en|MJP
4309|3|en|mke
4309|3|x-jat|mke1
5510|3|en|mke2
6219|3|x-jat|mke3
6654|3|x-jat|mke4
9075|3|x-jat|mke4tv
9075|3|x-jat|mke5
6654|3|x-jat|mkeb
4381|3|x-jat|MKM
127|3|x-jat|MKR
423|3|en|MKR OVA
127|3|x-jat|MKRE
127|3|x-jat|MKRTV
1875|3|en|MKSC
2599|3|x-jat|ML
4120|2|x-jat|ML2
8549|3|x-jat|MLA:TE
8549|3|x-jat|MLATE
632|3|x-jat|mlr
4120|3|x-jat|mlw
109|3|x-jat|MM
7622|1|x-jat|MM!
7622|4|en|MM!
4900|3|en|mm1
201|3|x-jat|MM2
4900|3|en|mmile
5020|3|x-jat|mmile2
187|3|en|MMMT
636|2|x-jat|mmppp
1656|3|x-jat|mmpppp
7622|2|zh-Hans|MM一族
8395|3|x-jat|MN
5530|4|fr|Mnemosyne
5530|3|x-jat|Mnemosyne
5530|4|ja|Mnemosyne -ムネモシュネの娘たち-
5530|1|x-jat|Mnemosyne: Mnemosyne no Musume-tachi
1327|3|x-jat|MnH
6047|3|en|MnH
1029|3|x-jat|MnI
187|3|x-jat|MNNT
7229|3|x-jat|mno
192|3|x-jat|mnr
120|3|x-jat|MO
332|2|vi|Mộ đom đóm
8426|1|x-zht|Mo Fa A Ma
8874|1|x-jat|Mo Gyutto "Love" de Sekkinchuu!
13628|1|x-zht|Mo Mo
1003|2|vi|Mộ Súng
2604|3|x-jat|MO3.5
11803|1|x-jat|Mob Psycho 100
11803|4|en|Mob Psycho 100
13939|1|x-jat|Mob Psycho 100 II
13527|2|en|Mob Psycho 100 Reigen
13527|1|x-jat|Mob Psycho 100 Reigen: Shirarezaru Kiseki no Reinouryokusha
13527|4|en|Mob Psycho 100 Reigen: The Miraculous Unknown Psychic
61|2|en|Mobile Armored Riot Police
61|2|en|Mobile Armoured Riot Police
247|2|en|Mobile Armoured Riot Police Stand Alone Complex
915|4|en|Mobile Fighter G Gundam
915|2|en|Mobile Fighter G-Gundam
755|2|en|Mobile New Century Gundam X
1195|4|en|Mobile Police Patlabor - The New Files
778|4|en|Mobile Police Patlabor (1989)
395|4|en|Mobile Police Patlabor 2: The Movie
770|2|en|Mobile Police Patlabor Minimum
12298|4|ja|MOBILE POLICE PATLABOR REBOOT
12298|1|x-jat|Mobile Police Patlabor: Reboot
777|4|en|Mobile Police Patlabor: The Movie
715|4|en|Mobile Suit Gundam
720|2|fr|Mobile Suit Gundam - Char contre-attaque
720|4|de|Mobile Suit Gundam - Char`s Counter Attack
720|4|fr|Mobile Suit Gundam - Char`s Counter Attack
729|4|fr|Mobile Suit Gundam - Film I
4166|4|fr|Mobile Suit Gundam - Film II
4167|4|fr|Mobile Suit Gundam - Film III
729|4|de|Mobile Suit Gundam - Movie I
4166|4|de|Mobile Suit Gundam - Movie II
4167|4|de|Mobile Suit Gundam - Movie III
5949|2|en|Mobile Suit Gundam - MS IGLOO 2: The Gravity Front
720|4|it|Mobile Suit Gundam - The Movie - Il Contrattacco Di Char
729|2|en|Mobile Suit Gundam - The Movie Trilogy Part I
4166|2|en|Mobile Suit Gundam - The Movie Trilogy Part II
4167|2|en|Mobile Suit Gundam - The Movie Trilogy Part III
5252|4|en|Mobile Suit Gundam 00
5252|4|fr|Mobile Suit Gundam 00
5252|4|de|Mobile Suit Gundam 00
14032|1|x-jat|Mobile Suit Gundam 00 (Zokuhen)
5903|2|en|Mobile Suit Gundam 00 2nd Season
5252|2|x-jat|Mobile Suit Gundam 00 Season 1
5903|4|en|Mobile Suit Gundam 00 Season 2
5903|4|de|Mobile Suit Gundam 00 Second Season
5903|2|en|Mobile Suit Gundam 00 Second Season
7183|2|en|Mobile Suit Gundam 00 Special Edition I: Celestial Being
7184|2|en|Mobile Suit Gundam 00 Special Edition II: End of World
7403|2|en|Mobile Suit Gundam 00 Special Edition III: Return the World
7408|4|en|Mobile Suit Gundam 00: A Wakening of the Trailblazer
716|2|it|Mobile Suit Gundam 0080: La Guerra in Tasca
716|4|en|Mobile Suit Gundam 0080: War in the Pocket
716|2|es|Mobile Suit Gundam 0080: War in the Pocket
2009|4|fr|Mobile Suit Gundam 0083 - Le crépuscule de Zeon
2009|4|it|Mobile Suit Gundam 0083 The Movie - L`Ultima Scintilla Di Zeon
717|4|en|Mobile Suit Gundam 0083: Stardust Memory
2009|4|en|Mobile Suit Gundam 0083: The Afterglow of Zeon
2009|2|en|Mobile Suit Gundam 0083: The Fading Light of Zeon
2009|2|en|Mobile Suit Gundam 0083: The Twilight of Zeon
8494|2|en|Mobile Suit Gundam AGE
9719|2|en|Mobile Suit Gundam AGE: Memory of Eden
5252|2|en|Mobile Suit Gundam Double O
5903|2|en|Mobile Suit Gundam Double O 2nd Season
719|2|en|Mobile Suit Gundam Double Zeta
626|4|fr|Mobile Suit Gundam F91
626|4|en|Mobile Suit Gundam F91
626|4|de|Mobile Suit Gundam F91
729|4|en|Mobile Suit Gundam I
729|4|cs|Mobile Suit Gundam I
4166|4|en|Mobile Suit Gundam II: Soldiers of Sorrow
4167|4|en|Mobile Suit Gundam III: Encounters in Space
729|4|pl|Mobile Suit Gundam Movie I
4166|4|pl|Mobile Suit Gundam Movie II
4167|4|pl|Mobile Suit Gundam Movie III
5949|2|ja|MOBILE SUIT GUNDAM MS IGLOO 2 重力戦線
4195|4|en|Mobile Suit Gundam MS IGLOO: Apocalypse 0079
2144|2|en|Mobile Suit Gundam MS IGLOO: One Year War Confidential Files
2144|4|en|Mobile Suit Gundam MS IGLOO: The Hidden One-Year War
11207|2|en|Mobile Suit Gundam Recap
252|4|fr|Mobile Suit Gundam Seed
252|4|de|Mobile Suit Gundam Seed
252|4|pl|Mobile Suit Gundam SEED
252|4|en|Mobile Suit Gundam SEED
4366|2|en|Mobile Suit Gundam SEED C.E.73 -STARGAZER-
4366|2|en|Mobile Suit Gundam Seed C.E.73: Stargazer
2186|4|fr|Mobile Suit Gundam Seed Destiny
2186|4|en|Mobile Suit Gundam SEED Destiny
4170|4|en|Mobile Suit Gundam SEED DESTINY Final Plus: The Chosen Future
4457|4|en|Mobile Suit Gundam SEED DESTINY Special Edition I: The Broken World
4466|4|en|Mobile Suit Gundam SEED DESTINY Special Edition II: Respective Swords
4758|4|en|Mobile Suit Gundam SEED DESTINY Special Edition III: The Hell Fire of Destiny
4905|4|en|Mobile Suit Gundam SEED DESTINY Special Edition IV: The Cost of Freedom
2445|4|en|Mobile Suit Gundam Seed MSV Astray
4169|4|en|Mobile Suit Gundam SEED: Movie I - The Empty Battlefield
4168|4|en|Mobile Suit Gundam SEED: Movie II - The Far-Away Dawn
4165|4|en|Mobile Suit Gundam SEED: Movie III - The Rumbling Sky
11740|2|ja|MOBILE SUIT GUNDAM THUNDERBOLT
12098|4|en|Mobile Suit Gundam Thunderbolt: December Sky
13019|4|ja|MOBILE SUIT GUNDAM Twilight AXIS
13482|4|ja|MOBILE SUIT GUNDAM Twilight AXIS 赤き残影
6517|4|en|Mobile Suit Gundam UC
11977|2|en|Mobile Suit Gundam UC Re:0096
12507|1|x-jat|Mobile Suit Gundam UC: A Phantom World
6517|4|it|Mobile Suit Gundam Unicorn
6517|2|en|Mobile Suit Gundam Unicorn
11977|4|en|Mobile Suit Gundam Unicorn Re:0096
229|4|fr|Mobile Suit Gundam Wing
229|4|en|Mobile Suit Gundam Wing
496|4|fr|Mobile Suit Gundam Wing - Endless Waltz
908|4|fr|Mobile Suit Gundam Wing - Endless Waltz - OAV
496|2|fr|Mobile Suit Gundam Wing - Le film
496|4|it|Mobile Suit Gundam Wing The Movie: Endless Waltz
496|2|en|Mobile Suit Gundam Wing: Endless Waltz
755|2|en|Mobile Suit Gundam X
719|4|en|Mobile Suit Gundam ZZ
715|2|en|Mobile Suit Gundam: 0079
720|4|en|Mobile Suit Gundam: Char`s Counterattack
12048|4|en|Mobile Suit Gundam: Iron Blooded Orphans - 2nd Season
11372|4|fr|Mobile Suit Gundam: Iron-Blooded Orphans
11372|4|en|Mobile Suit Gundam: Iron-Blooded Orphans
217|2|it|Mobile Suit Gundam: L`ottavo plotone
1425|2|it|Mobile Suit Gundam: L`ottavo plotone - Il Rapporto Miller
217|4|en|Mobile Suit Gundam: The 08th MS Team
1425|4|en|Mobile Suit Gundam: The 08th MS Team - Miller`s Report
1425|2|en|Mobile Suit Gundam: The 08th MS Team, Miller`s Report
8517|4|en|Mobile Suit Gundam: The Origin
11740|2|en|Mobile Suit Gundam: Thunderbolt
13019|1|x-jat|Mobile Suit Gundam: Twilight Axis
